Sample_ID,1p,1q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q,10p,10q,11p,11q,12p,12q,13p,13q,14p,14q,15p,15q,16p,16q,17p,17q,18p,18q,19p,19q,20p,20q,21p,21q,22p,22q,Xp,Xq
GX044-TO,-0.033,0.038,-0.028,-0.03,-0.045,0.209,-0.044,-0.044,-0.036,-0.04,-0.027,-0.027,0.53,0.53,-0.386,-0.056,-0.038,-0.038,-0.047,-0.041,-0.03,-0.03,-0.059,-0.039,NA,-0.042,NA,-0.038,NA,-0.042,-0.037,-0.037,-0.035,-0.035,-0.281,-0.392,-0.031,-0.031,-0.055,-0.055,-0.035,-0.035,NA,-0.058,-0.789,-0.393
GX046-TF,-0.125,-0.038,-0.041,-0.005,-0.246,-0.038,-0.091,-0.015,0.112,-0.01,-0.059,-0.059,0.115,0.013,-0.053,-0.053,-0.151,0.09,-0.061,-0.008,0.152,-0.003,0.121,0.044,NA,0.198,NA,-0.059,NA,-0.071,0.193,-0.12,-0.054,-0.107,-0.039,-0.105,-0.115,-0.119,0.232,0.232,-0.09,-0.092,NA,-0.137,0.28,0.28
GX046-TO,-0.155,-0.146,-0.158,-0.146,-0.796,0.041,-0.201,-0.187,0.367,0.014,-0.162,-0.159,0.345,-0.087,-0.18,-0.14,-0.845,0.312,-0.235,0.026,0.39,-0.089,0.439,0.056,NA,0.505,NA,-0.197,NA,-0.168,0.006,-0.144,-0.202,-0.257,-0.214,-0.499,-0.183,-0.183,0.749,0.749,-0.17,-0.19,NA,-0.233,0.927,0.616
GX048-TF,-0.064,-0.046,-0.024,-0.031,-0.056,-0.056,-0.051,-0.051,-0.071,-0.071,-0.074,-0.043,-0.039,-0.036,0.304,0.304,-0.043,-0.057,-0.057,-0.057,-0.055,-0.055,0.296,0.296,NA,-0.038,NA,-0.037,NA,-0.059,-0.08,-0.08,-0.085,-0.083,-0.029,-0.029,0.043,0.043,-0.08,-0.08,-0.085,-0.085,NA,-0.117,-0.288,-0.288
GX048-TO,-0.074,-0.074,-0.081,-0.081,-0.077,-0.077,-0.088,-0.088,-0.101,-0.079,-0.077,-0.083,-0.046,-0.046,0.482,0.482,-0.077,-0.077,-0.087,-0.087,-0.074,-0.074,0.453,0.453,NA,-0.097,NA,-0.068,NA,-0.087,-0.068,-0.068,-0.065,-0.065,-0.084,-0.084,0.022,0.107,-0.083,-0.083,-0.083,-0.083,NA,-0.086,-0.287,-0.287
GX049-TF,-0.016,-0.016,-0.004,-0.004,-0.016,-0.016,-0.011,-0.011,0.191,-0.012,-0.009,-0.009,0.039,0.039,0.049,0.049,-0.026,-0.026,-0.021,-0.021,-0.016,-0.016,0.153,0.153,NA,-0.007,NA,-0.021,NA,-0.019,-0.034,-0.034,-0.032,-0.032,0.468,-0.028,-0.08,-0.05,-0.009,-0.009,-0.051,-0.051,NA,-0.047,-0.077,-0.042
GX049-TO,-0.018,-0.018,-0.026,-0.026,-0.034,-0.034,-0.053,-0.052,0.296,-0.028,-0.028,-0.028,-0.032,-0.032,0.122,0.122,-0.04,-0.04,-0.037,-0.034,-0.031,-0.031,0.147,0.147,NA,-0.024,NA,-0.039,NA,-0.022,-0.04,-0.04,-0.034,-0.034,0.75,-0.042,-0.035,-0.035,-0.014,-0.014,-0.056,-0.056,NA,-0.039,-0.042,0.009
GX052-T2O,-0.173,-0.142,-0.171,-0.158,-0.163,0.177,-0.141,-0.104,-0.125,-0.134,-0.12,-0.12,0.406,0.406,0.82,0.82,-0.138,-0.177,0.088,0.38,-0.179,-0.155,-0.164,-0.164,NA,0.441,NA,-0.151,NA,0.023,-0.191,-0.191,-0.183,-0.193,-0.146,-0.146,-0.18,-0.18,-0.199,-0.199,-0.114,-1.139,NA,0.372,0.235,-0.268
GX052-TF,-0.029,0.016,-0.011,0.022,0.011,0.096,-0.012,0.099,0.003,0.033,-0.036,0.087,0.079,0.156,0.223,0.205,-0.008,-0.038,0.022,0.089,0.043,0.014,0.061,0.008,NA,0.192,NA,-0.033,NA,-0.022,-0.106,-0.112,-0.107,-0.115,0.002,0.002,-0.148,-0.128,-0.085,-0.095,-0.13,-0.164,NA,-0.066,-0.116,-0.123
GX052-TO,-0.142,-0.089,-0.171,-0.142,-0.138,0.2,-0.106,-0.106,-0.135,-0.141,-0.117,-0.117,0.446,0.446,0.574,0.574,-0.117,-0.129,0.112,0.402,-0.144,-0.124,-0.136,-0.136,NA,0.386,NA,-0.138,NA,0.04,-0.155,-0.155,-0.135,-0.153,-0.171,-0.155,-0.135,-0.135,-0.166,-0.166,-0.207,-1.107,NA,0.403,0.234,-0.258
GX054-T2F,-0.026,0.208,0.027,0.036,-0.154,0.014,-0.048,-0.004,-0.006,-0.018,-0.021,0.005,0.022,0.022,0.001,0.001,0.012,-0.007,-0.001,-0.001,0.031,0.025,0.01,0.005,NA,0.019,NA,0.011,NA,-0.316,-0.037,-0.037,-0.038,-0.035,0.009,0.009,-0.075,-0.083,-0.011,-0.011,-0.011,-0.013,NA,-0.081,-0.245,-0.206
GX054-T2O,0.0,0.472,0.015,0.015,-0.473,-0.008,-0.009,-0.054,-0.0,-0.0,0.0,0.0,-0.013,-0.013,-0.011,-0.011,-0.003,-0.003,-0.012,-0.012,-0.005,-0.002,-0.007,-0.007,NA,0.024,NA,0.003,NA,-0.905,-0.007,-0.007,-0.005,-0.005,-0.021,-0.021,-0.012,-0.012,-0.016,-0.016,-0.019,-0.019,NA,-0.017,-0.123,-0.123
GX054-TF,-0.015,0.217,0.01,0.01,-0.153,0.015,0.016,0.003,0.015,0.015,0.016,0.016,0.085,0.085,0.014,0.014,-0.011,-0.011,0.0,0.0,0.004,0.004,-0.002,-0.002,NA,-0.026,NA,-0.004,NA,-0.312,-0.025,-0.025,-0.036,-0.036,0.003,0.003,-0.041,-0.041,-0.02,-0.02,-0.041,-0.041,NA,-0.047,-0.108,-0.108
GX054-TO,-0.002,0.478,0.01,0.01,-0.484,-0.007,-0.001,-0.048,0.008,0.008,-0.003,-0.003,0.0,0.0,-0.0,-0.0,-0.005,-0.005,-0.009,-0.009,-0.002,-0.002,-0.007,-0.007,NA,0.02,NA,0.011,NA,-0.957,-0.0,-0.0,-0.004,-0.004,-0.019,-0.019,-0.003,-0.012,-0.023,-0.023,-0.014,-0.014,NA,-0.005,-0.136,-0.136
GX055-TF,-0.079,0.169,0.039,0.206,0.071,-0.258,-0.161,0.13,0.12,-0.296,0.109,0.018,0.219,0.018,-0.122,0.381,-0.409,-0.108,-0.128,-0.065,-0.089,0.147,-0.082,0.023,NA,-0.137,NA,-0.265,NA,-0.333,-0.299,-0.126,-0.078,-0.077,-0.204,-0.372,-0.041,0.037,0.029,0.284,-0.157,-0.157,NA,-0.258,-0.062,-0.17
GX055-TO,-0.106,0.026,-0.16,0.326,0.134,-0.515,-0.237,0.073,0.147,-0.49,0.195,0.03,0.439,-0.074,-0.66,0.022,-0.643,0.151,-0.158,-0.053,-0.363,0.263,-0.109,0.115,NA,-0.308,NA,-0.462,NA,-0.516,-0.394,-0.044,-0.153,-0.136,-0.557,-0.875,0.017,0.095,0.148,0.645,-0.146,-0.146,NA,-0.298,0.009,-0.44
GX056-T2F,-0.047,-0.043,-0.008,-0.024,-0.041,-0.163,-0.09,-0.027,-0.037,-0.049,-0.044,-0.044,-0.013,0.005,-0.047,-0.057,-0.021,-0.021,-0.047,-0.047,-0.038,-0.039,-0.039,-0.039,NA,0.191,NA,-0.01,NA,-0.033,-0.058,-0.075,-0.038,-0.037,-0.028,-0.298,-0.076,-0.075,0.278,0.278,-0.036,-0.045,NA,-0.095,0.27,0.27
GX056-T2O,-0.051,-0.049,-0.033,-0.029,-0.038,-0.204,-0.034,-0.034,-0.029,-0.038,-0.023,-0.023,-0.099,-0.099,-0.055,-0.178,-0.058,-0.058,-0.069,-0.069,-0.073,-0.073,-0.064,-0.064,NA,0.353,NA,-0.026,NA,-0.052,-0.074,-0.074,-0.067,-0.068,-0.054,-0.595,-0.076,-0.076,0.488,0.488,-0.071,-0.071,NA,-0.102,0.702,0.702
GX056-TF,-0.052,-0.017,-0.013,-0.001,-0.03,-0.118,-0.056,-0.002,-0.026,-0.036,-0.017,-0.009,-0.012,-0.012,-0.012,-0.047,-0.023,-0.039,-0.03,-0.03,-0.032,-0.032,-0.023,-0.023,NA,0.203,NA,-0.01,NA,-0.03,-0.068,-0.068,-0.054,-0.023,0.016,-0.289,-0.09,-0.073,0.241,0.241,-0.039,-0.047,NA,-0.107,0.314,0.314
GX056-TO,-0.032,-0.035,-0.017,-0.017,-0.038,-0.297,-0.016,-0.016,-0.021,-0.027,-0.02,-0.023,-0.036,-0.036,-0.038,-0.193,-0.046,-0.046,-0.034,-0.034,-0.038,-0.038,-0.043,-0.043,NA,0.373,NA,-0.034,NA,-0.039,-0.043,-0.043,-0.054,-0.025,-0.817,-0.967,-0.04,-0.04,0.512,0.512,-0.052,-0.052,NA,-0.071,0.669,0.669
GX057-TF,-0.1,0.034,0.042,0.044,-0.006,0.022,-0.125,-0.015,-0.047,-0.019,-0.002,0.027,0.184,0.102,0.15,0.131,-0.034,-0.061,0.112,0.035,0.003,0.078,-0.028,-0.032,NA,0.061,NA,-0.065,NA,-0.064,-0.038,-0.132,-0.177,-0.132,0.003,0.068,-0.117,-0.107,0.179,0.179,-0.197,-0.209,NA,-0.234,-0.101,-0.101
GX057-TO,-0.083,0.239,-0.054,-0.054,0.189,0.19,-0.967,-0.86,-0.47,-0.47,-0.019,-0.019,0.465,0.209,0.301,0.335,-0.478,-0.478,0.53,0.53,-0.341,-0.341,-0.032,-0.119,NA,-0.004,NA,-0.321,NA,0.223,0.068,-0.026,-0.422,-0.116,-0.535,-0.317,-0.074,-0.074,0.843,0.859,-0.916,-0.916,NA,-0.058,-0.225,-0.225
GX058-TF,0.016,0.006,0.116,0.098,-0.177,-0.041,-0.076,-0.115,0.013,-0.164,-0.099,-0.142,0.196,0.16,0.057,0.144,-0.162,0.05,0.119,0.016,-0.158,-0.027,-0.24,0.065,NA,0.148,NA,-0.02,NA,0.09,0.183,0.074,-0.18,-0.045,0.133,-0.02,-0.17,-0.025,-0.215,0.331,-0.1,-0.116,NA,-0.055,-0.224,-0.224
GX058-TO,-0.378,0.024,0.21,0.21,-0.62,-0.097,-0.663,-0.663,-0.151,-0.587,-0.111,-0.607,0.268,0.268,-0.061,0.192,-0.523,0.238,0.229,0.004,-0.172,0.225,-0.684,0.032,NA,0.529,NA,0.2,NA,0.189,0.251,0.072,-0.664,-0.225,0.247,-0.095,0.106,0.205,-0.682,0.386,-0.197,-0.663,NA,-0.16,0.078,0.078
GX059-TF,-0.07,0.012,0.025,0.118,-0.077,0.203,0.05,-0.14,-0.081,-0.179,0.04,0.08,0.078,0.003,-0.224,0.147,-0.102,-0.021,0.077,0.024,-0.048,0.023,-0.046,-0.031,NA,0.147,NA,0.105,NA,0.126,0.056,-0.009,-0.241,0.072,-0.198,-0.166,-0.265,-0.271,-0.118,0.357,-0.252,-0.252,NA,-0.26,-0.04,-0.198
GX059-TO,-0.333,0.001,-0.167,0.188,-0.731,0.455,-0.241,-0.119,-0.785,-0.162,-0.262,0.189,0.142,0.194,-0.803,0.452,-0.673,-0.257,0.046,0.046,-0.083,0.083,-0.24,-0.249,NA,0.142,NA,-0.061,NA,0.298,-0.188,-0.188,-0.748,0.038,-0.815,-0.709,-0.58,-0.689,-0.509,0.455,-0.8,-0.788,NA,-0.403,-0.077,-0.246
GX060-T2F,-0.085,0.027,0.02,0.03,-0.105,-0.003,-0.032,-0.037,-0.071,-0.036,-0.038,0.005,0.048,0.03,-0.086,0.023,-0.006,-0.074,0.052,-0.07,0.029,-0.032,0.149,0.11,NA,0.098,NA,-0.003,NA,-0.031,-0.028,-0.056,-0.107,0.01,-0.104,-0.104,-0.181,0.072,0.085,0.236,0.106,-0.053,NA,-0.094,-0.162,-0.162
GX060-T2O,-0.248,0.164,0.122,-0.027,-0.543,0.225,-0.212,-0.511,-0.317,-0.311,-0.127,-0.279,0.27,0.311,-0.05,0.076,-0.059,-0.253,-0.104,-0.335,-0.026,-0.358,0.424,0.125,NA,0.533,NA,-0.081,NA,-0.322,-0.035,-0.035,-0.604,0.115,-0.243,-0.799,-0.657,0.545,0.306,0.692,-0.75,-0.75,NA,-0.006,-0.092,-0.092
GX060-TF,-0.101,0.024,-0.007,0.027,-0.134,-0.03,-0.035,-0.051,-0.034,-0.051,-0.008,0.019,0.01,0.032,-0.095,0.005,0.014,-0.037,0.084,-0.078,0.066,-0.034,0.145,0.163,NA,0.114,NA,0.002,NA,-0.03,-0.034,-0.068,-0.125,0.0,-0.133,-0.133,-0.19,0.097,0.09,0.316,-0.149,-0.161,NA,-0.097,-0.155,-0.155
GX060-TO,-0.34,0.111,-0.138,-0.087,-0.549,-0.191,-0.301,-0.696,-0.234,-0.246,-0.11,-0.261,0.105,0.133,-0.318,-0.146,-0.348,-0.366,0.373,-0.215,0.058,-0.291,0.328,0.19,NA,0.344,NA,-0.002,NA,0.035,0.01,0.006,-0.424,0.298,-0.331,-0.773,-0.529,0.592,0.34,0.892,-0.403,-0.403,NA,0.198,-0.059,-0.059
GX061-T2F,-0.072,0.013,-0.007,0.012,-0.005,-0.008,-0.042,0.007,-0.04,-0.04,-0.016,-0.002,0.009,0.018,-0.004,-0.004,-0.008,-0.024,-0.019,-0.019,0.007,0.009,-0.007,-0.007,NA,-0.01,NA,-0.018,NA,-0.029,-0.041,-0.041,-0.022,-0.028,-0.014,-0.014,-0.03,-0.03,-0.018,-0.018,-0.024,-0.027,NA,-0.069,-0.192,-0.192
GX061-T2O,-0.03,0.365,0.01,-0.096,-0.04,-0.03,-0.596,-0.596,-0.549,-0.716,-0.024,0.014,0.678,0.174,0.356,0.537,0.062,0.037,-0.416,0.364,-0.07,-0.044,-0.526,-0.198,NA,0.204,NA,-0.599,NA,0.097,-0.047,0.0,-0.62,-0.234,-0.599,-0.599,-0.57,-0.252,1.092,0.626,-0.437,-1.174,NA,-0.062,0.247,0.259
GX061-TF,-0.02,0.0,-0.004,0.014,-0.014,-0.014,-0.044,0.005,-0.013,-0.025,-0.01,-0.01,0.008,0.02,-0.006,-0.007,-0.035,-0.035,-0.019,-0.019,0.002,0.002,-0.003,-0.003,NA,-0.019,NA,-0.018,NA,-0.028,-0.043,-0.043,-0.032,-0.036,-0.032,-0.032,-0.033,-0.035,-0.023,-0.023,-0.044,-0.046,NA,-0.079,-0.176,-0.176
GX061-TO,-0.011,0.153,0.034,0.007,-0.022,-0.014,-0.554,-0.554,0.389,-0.473,-0.143,-0.415,-0.007,-0.007,0.463,0.471,0.39,0.386,-0.019,0.349,-0.424,-0.386,-0.55,-0.17,NA,0.432,NA,-0.556,NA,0.226,-0.027,-0.027,-0.54,-0.291,-0.583,-0.583,-0.551,-0.099,1.151,0.783,-0.202,-0.54,NA,0.369,0.346,0.346
GX062-T2F,-0.047,0.062,0.011,0.011,-0.021,-0.021,-0.052,-0.052,0.017,-0.086,-0.064,-0.034,0.011,0.03,0.006,0.046,-0.023,-0.021,-0.068,-0.052,-0.013,-0.013,-0.004,-0.011,NA,0.071,NA,-0.029,NA,-0.041,-0.012,-0.05,-0.04,-0.039,-0.014,-0.014,-0.051,-0.028,0.074,0.074,-0.066,-0.07,NA,-0.086,-0.227,-0.227
GX062-T2O,-0.276,0.409,0.11,0.076,0.036,-0.008,-0.234,-0.366,0.289,-0.236,0.223,-0.292,0.18,0.264,-0.251,0.126,-0.512,-0.353,-0.165,-0.26,-0.172,-0.173,-0.277,-0.318,NA,0.7,NA,-0.151,NA,-0.447,-0.141,-0.23,-0.213,-0.25,0.298,-0.127,-0.222,-0.093,0.728,0.982,-0.889,-0.824,NA,-0.424,-0.27,-0.27
GX062-TF,-0.149,0.448,0.082,0.048,-0.03,-0.109,-0.075,-0.137,0.018,-0.288,-0.047,-0.209,0.24,0.093,-0.094,0.11,-0.242,-0.076,-0.208,-0.22,-0.136,-0.136,-0.063,-0.063,NA,0.507,NA,-0.15,NA,-0.147,-0.087,-0.087,-0.174,-0.18,0.196,0.021,-0.177,-0.085,0.335,0.565,-0.592,-0.41,NA,-0.179,-0.237,-0.237
GX062-TO,-0.466,0.553,0.197,0.062,-0.001,-0.112,-0.336,-0.421,-0.029,-0.289,-0.529,-0.487,0.215,0.216,-0.432,0.241,-0.474,-0.19,-0.148,-0.13,-0.488,-0.488,-0.118,-0.112,NA,0.801,NA,-0.13,NA,0.03,-0.494,-0.494,-0.716,-0.44,-0.042,-0.383,-0.102,0.08,0.439,0.868,-0.406,-2.047,NA,-0.117,0.269,0.269
GX066-TF,-0.014,0.06,-0.026,-0.007,-0.181,0.061,-0.109,-0.01,0.185,-0.108,-0.144,-0.17,-0.041,0.063,-0.039,0.212,-0.058,-0.058,-0.181,-0.17,-0.079,-0.095,-0.002,0.058,NA,-0.12,NA,0.045,NA,-0.068,-0.093,-0.093,-0.04,0.038,-0.059,-0.059,0.047,0.051,0.031,0.204,-0.177,-0.165,NA,-0.205,-0.145,-0.005
GX066-TO,0.137,0.422,-0.153,-0.074,-0.752,0.15,-0.111,-0.004,0.687,-0.25,-0.274,-0.273,-0.033,-0.036,-0.697,0.292,-0.59,-0.135,-0.689,-0.696,-0.602,-0.615,-0.1,0.094,NA,-0.311,NA,0.185,NA,-0.372,-0.208,-0.208,-0.217,0.198,-0.052,-0.238,0.063,0.058,0.224,0.697,0.738,-0.815,NA,-0.545,0.145,0.469
GX068-T2F,-0.08,0.118,-0.206,0.002,-0.154,0.071,-0.32,-0.208,0.297,-0.164,-0.122,0.027,0.138,0.007,-0.034,0.117,-0.172,-0.2,-0.18,-0.222,-0.138,0.149,-0.129,-0.02,NA,0.206,NA,0.087,NA,-0.168,-0.028,0.162,-0.398,0.104,0.149,-0.31,-0.236,-0.133,0.394,0.544,-0.276,-0.287,NA,-0.106,-0.027,-0.279
GX068-T2O,-0.145,0.062,-0.49,-0.029,-0.467,0.37,-0.695,-0.802,0.433,-0.156,0.123,0.313,0.175,-0.162,0.071,0.496,-0.432,-0.391,-0.357,-0.388,-0.498,0.01,-0.15,0.022,NA,0.151,NA,-0.338,NA,-0.163,0.002,0.222,-0.567,-0.117,-0.335,-0.673,-0.138,-0.028,0.815,0.875,-0.151,-0.151,NA,0.082,-0.41,0.407
GX068-TF,-0.06,-0.035,-0.273,-0.187,-0.089,0.071,-0.364,-0.317,0.55,-0.18,-0.09,-0.134,0.236,0.24,-0.462,-0.102,-0.447,-0.47,0.241,-0.217,-0.08,0.287,-0.143,0.035,NA,-0.101,NA,0.439,NA,-0.368,0.265,0.279,-0.366,-0.34,0.134,-0.59,0.105,0.475,0.577,0.476,-0.327,-0.327,NA,-0.152,0.144,-0.167
GX068-TO,0.021,-0.035,-0.352,-0.243,-0.218,-0.002,-0.536,-0.457,0.537,-0.225,-0.099,-0.042,0.319,0.068,-0.347,0.301,-0.55,-0.557,0.264,-0.536,-0.197,0.181,-0.172,0.049,NA,-0.047,NA,0.382,NA,-0.306,0.125,0.391,-0.764,-0.17,-0.159,-0.681,-0.246,0.24,0.654,0.654,-0.543,-0.543,NA,-0.175,0.166,0.035
GX069-TF,0.013,0.099,-0.008,-0.008,-0.07,0.11,-0.084,-0.036,-0.039,-0.039,0.019,0.019,-0.028,-0.028,0.104,0.075,0.084,0.067,-0.02,-0.02,-0.007,0.002,-0.112,0.047,NA,0.052,NA,-0.045,NA,-0.088,-0.064,-0.064,-0.162,0.003,0.081,0.081,-0.171,-0.07,0.152,0.152,-0.141,-0.141,NA,-0.094,-0.079,-0.079
GX069-TO,0.015,0.052,-0.048,-0.048,-0.216,0.275,-0.606,-0.606,-0.073,-0.613,-0.035,-0.58,-0.08,-0.046,0.338,0.219,0.322,0.322,0.089,-0.056,-0.027,0.064,-0.624,0.27,NA,0.34,NA,-0.054,NA,-0.065,-0.05,-0.05,-0.624,0.142,0.021,-0.023,-0.545,-0.545,0.686,0.686,0.111,-0.615,NA,-0.052,0.184,0.184
GX070-TF,-0.006,0.019,-0.009,0.018,0.001,0.001,0.013,0.013,0.013,0.013,0.016,0.016,-0.005,-0.005,0.006,0.006,-0.007,-0.007,-0.008,-0.008,0.004,0.004,0.0,0.0,NA,0.015,NA,-0.011,NA,-0.011,-0.029,-0.029,-0.025,-0.025,0.012,0.012,-0.064,-0.064,-0.008,-0.008,-0.007,-0.007,NA,-0.048,0.061,0.061
