Sample_ID,1p,1q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q,10p,10q,11p,11q,12p,12q,13p,13q,14p,14q,15p,15q,16p,16q,17p,17q,18p,18q,19p,19q,20p,20q,21p,21q,22p,22q,Xp,Xq
H010-NOL,-0.002,-0.029,-0.032,-0.032,-0.03,-0.03,-0.049,-0.049,-0.036,-0.036,-0.039,-0.039,-0.026,-0.04,-0.04,-0.04,-0.017,-0.017,-0.024,-0.024,-0.035,-0.015,-0.012,-0.012,NA,-0.049,NA,-0.027,NA,-0.008,0.019,0.019,0.041,0.041,-0.051,-0.051,0.095,0.095,-0.016,-0.016,-0.027,-0.027,NA,0.041,-0.178,-0.178
H010-TF,-0.169,-0.138,-0.163,-0.163,0.104,0.104,-0.153,-0.153,-0.266,-0.266,0.138,0.138,0.303,-0.121,-0.786,0.988,-0.169,-0.169,-0.23,-0.23,0.102,0.102,-0.104,0.084,NA,0.129,NA,0.056,NA,-0.167,0.053,0.053,-0.37,-0.178,-0.523,-0.523,-0.126,0.086,0.903,0.903,-0.221,-0.221,NA,-0.226,0.047,0.047
H010-TO,-0.192,-0.23,-0.226,-0.226,-0.042,-0.044,-0.285,-0.285,-0.271,-0.269,0.118,0.118,0.365,-0.229,-1.306,1.186,-0.253,-0.233,-0.241,-0.241,-0.043,-0.039,-0.25,0.12,NA,0.077,NA,0.128,NA,-0.215,0.206,0.206,-0.318,-0.127,-0.813,-0.813,-0.08,0.23,1.167,1.167,-0.234,-0.234,NA,-0.15,0.007,0.007
H010-TOL,-0.131,-0.169,-0.115,-0.115,-0.208,-0.045,-0.222,-0.276,-0.144,-0.127,0.194,0.147,-0.113,-0.164,-1.293,0.861,-0.183,-0.17,-0.175,-0.175,-0.181,-0.179,-0.205,0.079,NA,0.12,NA,-0.035,NA,-0.152,0.277,0.277,-0.453,-0.076,-0.478,-0.478,-0.04,0.152,1.129,1.129,-0.186,-0.186,NA,-0.099,0.066,0.222
H011-LNO,-0.466,0.147,0.042,-0.024,-0.003,-0.034,-0.617,-0.637,-0.029,-0.029,-0.045,-0.073,0.115,0.102,-1.179,0.573,-0.004,0.087,-0.02,0.029,0.116,0.089,0.151,0.154,NA,0.352,NA,-0.352,NA,-0.293,0.147,0.123,-0.417,-0.255,0.078,-0.688,0.234,0.19,-0.541,0.192,-0.367,-0.367,NA,-0.348,0.028,0.028
H011-NO,0.052,-0.098,-0.055,-0.055,-0.071,-0.083,-0.078,-0.095,-0.077,-0.076,-0.083,-0.084,-0.037,-0.035,-0.086,-0.053,-0.061,-0.029,-0.06,-0.044,-0.035,-0.054,-0.079,-0.031,NA,-0.031,NA,-0.022,NA,-0.007,0.08,-0.011,0.162,0.124,-0.117,-0.028,0.201,0.123,-0.137,0.03,0.085,0.085,NA,0.142,-0.17,-0.17
H011-NOL,0.016,-0.061,-0.069,-0.069,-0.048,-0.073,-0.083,-0.097,-0.061,-0.061,-0.058,-0.088,-0.043,-0.052,-0.069,-0.064,-0.048,-0.013,-0.039,-0.039,-0.051,-0.041,-0.023,-0.017,NA,-0.065,NA,-0.035,NA,-0.013,0.05,0.034,0.098,0.099,-0.066,-0.066,0.188,0.16,-0.064,0.066,0.029,0.029,NA,0.14,-0.132,-0.132
H011-T2F,-0.073,-0.108,-0.003,0.001,-0.059,0.056,-0.429,-0.429,0.03,0.033,0.065,0.024,0.115,0.123,-0.559,0.594,-0.069,-0.008,-0.107,-0.107,0.108,0.105,0.111,0.13,NA,-0.129,NA,-0.118,NA,0.062,-0.03,-0.096,-0.309,-0.021,0.14,-0.207,-0.011,-0.03,-0.417,0.313,-0.173,-0.173,NA,-0.246,-0.152,-0.097
H011-T2O,-0.12,-0.207,-0.069,-0.064,-0.052,0.164,-0.735,-0.76,0.095,0.117,-0.114,-0.147,0.159,0.162,-1.219,0.906,-0.196,-0.131,-0.247,-0.145,0.176,0.174,0.131,0.169,NA,-0.247,NA,-0.18,NA,0.073,-0.073,-0.352,-0.618,-0.028,0.09,-0.482,0.061,0.009,-0.781,0.445,-0.222,-0.229,NA,-0.426,-0.08,-0.046
H011-T2OL,-0.107,-0.191,0.107,0.089,0.076,0.382,-0.781,-0.798,0.075,0.075,-0.026,-0.05,0.108,-0.005,-1.291,0.662,-0.2,-0.139,-0.21,-0.051,0.132,0.121,0.102,0.11,NA,-0.261,NA,-0.209,NA,0.132,-0.046,-0.119,-0.572,-0.019,-0.028,-0.48,0.038,0.038,-0.76,0.596,-0.218,-0.218,NA,-0.407,-0.164,-0.122
H011-TO,-0.473,-0.02,-0.016,-0.032,-0.048,-0.05,-0.643,-0.657,-0.058,-0.062,-0.163,-0.176,0.012,-0.032,-1.015,0.781,0.277,0.332,0.0,0.0,0.056,0.013,-0.015,-0.028,NA,0.326,NA,-0.555,NA,0.03,0.126,0.04,-0.355,-0.069,-0.069,-0.497,0.209,0.146,-0.351,0.542,-0.505,-0.459,NA,-0.397,0.007,0.007
H012-LNO,-0.23,-0.109,0.101,0.26,-0.138,-0.142,-0.144,-0.282,-0.152,-0.154,-0.139,-0.139,0.257,0.257,0.224,0.224,-0.144,-0.144,0.089,0.255,0.039,-0.145,0.242,0.242,NA,0.248,NA,-0.154,NA,-0.159,-0.153,-0.153,-0.666,0.243,-0.706,-0.706,-0.173,-0.169,0.167,0.167,-0.14,-0.14,NA,-0.162,0.289,0.111
H012-T1F,-0.357,0.127,0.068,0.199,-0.084,-0.065,-0.074,-0.13,-0.071,-0.071,-0.171,-0.114,0.222,0.198,0.204,0.204,-0.023,-0.037,0.088,0.207,0.062,-0.077,0.156,0.156,NA,0.008,NA,-0.129,NA,-0.43,0.098,0.098,-0.499,-0.06,-0.408,-0.408,-0.216,-0.151,0.194,0.194,0.09,0.09,NA,-0.151,0.267,0.148
H012-T1O,-0.473,0.257,0.093,0.253,-0.121,-0.112,-0.102,-0.247,-0.127,-0.131,-0.451,-0.453,0.266,0.266,0.228,0.228,-0.072,-0.072,0.119,0.283,0.064,-0.118,0.204,0.204,NA,0.144,NA,-0.162,NA,-0.289,0.19,0.19,-0.675,0.139,-0.674,-0.674,-0.476,-0.392,0.254,0.254,-0.401,-0.401,NA,-0.148,0.282,0.134
H012-T2O,-0.278,0.402,-0.174,-0.024,-0.077,-0.074,-0.144,-0.185,-0.078,-0.1,-0.095,-0.071,0.644,0.49,-0.061,-0.061,-0.084,-0.084,0.103,0.119,0.102,-0.046,-0.037,-0.008,NA,-0.057,NA,-0.079,NA,-0.073,-0.025,-0.059,-0.897,-0.026,-0.112,-0.112,-0.063,-0.077,-0.04,-0.04,-0.071,-0.073,NA,-0.093,-0.102,-0.27
H013-NO,0.024,-0.052,-0.058,-0.061,-0.068,-0.063,-0.057,-0.068,-0.072,-0.069,-0.041,-0.098,-0.059,-0.019,-0.056,-0.051,-0.041,-0.023,-0.028,-0.028,-0.04,-0.04,-0.098,-0.013,NA,-0.032,NA,0.004,NA,-0.003,0.034,-0.015,0.102,0.105,-0.093,-0.01,0.143,0.119,-0.139,0.01,0.08,0.08,NA,0.072,-0.136,-0.136
H013-NOL,0.002,-0.036,-0.043,-0.043,-0.036,-0.052,-0.057,-0.057,-0.051,-0.049,-0.036,-0.075,-0.037,-0.043,-0.041,-0.041,-0.037,-0.024,-0.029,-0.029,-0.027,-0.027,-0.014,-0.014,NA,-0.045,NA,-0.022,NA,-0.007,0.025,0.025,0.057,0.057,-0.054,-0.054,0.095,0.095,-0.002,-0.002,0.006,0.006,NA,0.061,-0.068,-0.068
H013-TF,-0.198,0.054,0.041,0.041,0.016,0.033,-0.071,-0.123,-0.118,-0.118,0.035,0.035,0.059,0.059,-0.209,0.108,0.133,-0.099,-0.076,-0.09,-0.047,0.063,-0.094,-0.094,NA,0.296,NA,-0.222,NA,-0.171,0.1,0.082,0.136,0.115,-0.249,-0.249,-0.033,-0.006,0.123,0.509,-0.094,-0.028,NA,-0.157,0.015,-0.281
H013-TO,-0.71,0.084,0.193,0.18,0.144,0.15,-0.15,-0.209,-0.273,-0.28,0.189,0.189,0.191,-0.135,-1.171,0.304,0.14,-0.622,-0.041,-0.246,0.107,0.142,-0.187,-0.187,NA,0.691,NA,-0.726,NA,-0.18,0.229,0.181,0.238,0.22,-0.724,-0.724,-0.163,-0.061,0.053,1.046,-0.248,-0.518,NA,-0.734,0.46,-0.75
H013-TOL,-0.523,0.277,0.298,0.173,-0.356,0.236,-0.045,-0.504,-0.2,-0.165,-0.062,-0.1,0.197,0.356,-1.161,-0.007,0.227,-0.565,-0.096,-0.204,-0.108,-0.047,-0.018,-0.258,NA,0.602,NA,-0.532,NA,-0.404,0.05,-0.175,0.141,0.114,-0.633,-0.633,0.006,0.081,-0.251,0.947,-0.41,-0.002,NA,-0.479,0.338,-0.712
H014-TF,-0.021,-0.112,0.038,0.038,-0.465,-0.525,-0.092,-0.105,-0.089,-0.101,-0.118,-0.113,0.316,0.344,-0.569,0.25,0.01,0.098,0.084,-0.37,-0.003,-0.025,0.059,0.059,NA,-0.077,NA,-0.023,NA,0.066,-0.026,-0.04,-0.518,0.403,0.172,-0.654,-0.073,-0.023,0.145,0.672,-0.04,-0.069,NA,-0.45,0.495,0.491
H014-TO,-0.159,-0.235,0.154,0.154,-0.196,-0.385,-0.284,-0.284,-0.216,-0.216,-0.258,-0.312,0.192,0.187,-1.133,0.755,-0.269,-0.166,0.424,-0.329,-0.161,-0.172,0.164,0.2,NA,-0.235,NA,-0.223,NA,0.159,-0.131,-0.14,-0.631,0.253,0.901,-0.823,-0.054,-0.054,0.724,0.852,-0.158,-0.305,NA,-0.133,0.595,0.595
H015-NO,0.004,-0.103,0.052,0.039,-0.085,-0.054,-0.056,-0.1,-0.104,-0.102,-0.093,-0.115,-0.075,-0.032,-0.059,-0.066,-0.082,-0.061,-0.083,-0.037,-0.042,-0.078,-0.097,-0.048,NA,-0.05,NA,-0.054,NA,-0.03,0.018,-0.005,0.048,0.036,-0.136,-0.036,0.154,0.084,-0.129,-0.033,-0.016,0.001,NA,0.041,0.252,0.276
H015-NOL,-0.035,-0.09,0.235,0.207,-0.054,-0.055,-0.077,-0.119,-0.097,-0.104,-0.104,-0.112,-0.092,-0.04,-0.073,-0.074,-0.075,-0.059,-0.059,-0.043,-0.044,-0.003,-0.094,-0.026,NA,-0.077,NA,-0.051,NA,-0.033,0.034,-0.016,0.041,0.039,-0.075,-0.075,-0.021,-0.011,-0.039,0.046,-0.045,-0.043,NA,0.03,0.255,0.235
H015-TF,-0.008,0.003,-0.016,-0.114,-0.113,0.046,-0.157,-0.157,0.289,-0.167,-0.145,-0.111,0.118,0.118,-0.041,0.177,0.019,0.019,-0.318,-0.17,-0.152,-0.152,0.173,0.162,NA,-0.041,NA,0.016,NA,0.025,-0.026,0.038,0.031,-0.126,-0.168,-0.168,0.013,0.052,0.037,0.132,0.117,0.117,NA,-0.176,0.215,0.215
H015-TO,0.119,0.153,0.041,-0.299,-0.424,-0.448,-0.529,-0.529,0.743,-0.485,0.053,-0.123,0.435,0.451,-0.197,0.436,0.036,0.059,-1.188,-0.498,-0.499,-0.244,0.419,0.433,NA,0.056,NA,-0.048,NA,0.011,-0.465,-0.469,0.093,-0.355,-0.532,-0.532,0.013,0.08,0.018,0.439,0.265,0.268,NA,-0.451,0.805,0.652
H016-TF,-0.254,0.089,-0.105,-0.122,0.109,-0.039,-0.114,-0.344,0.08,-0.169,-0.36,-0.331,0.123,0.112,0.304,0.305,0.1,0.129,0.124,-0.075,-0.087,-0.097,0.134,0.081,NA,-0.105,NA,0.136,NA,-0.238,0.19,0.13,-0.081,0.102,0.142,-0.204,-0.368,-0.287,0.15,0.193,0.14,0.13,NA,0.003,-0.162,0.08
H016-TO,-0.489,0.229,-0.106,-0.106,0.152,0.151,-0.15,-0.598,0.225,-0.265,-0.71,-0.71,0.284,0.284,0.285,0.285,-0.029,-0.014,0.272,-0.137,-0.14,-0.134,0.198,-0.007,NA,-0.147,NA,0.238,NA,-0.429,-0.049,-0.064,-0.08,-0.08,0.448,-0.333,-0.008,-0.008,0.355,0.355,0.269,0.269,NA,0.003,0.057,0.466
H017-TO,-0.319,-0.084,-0.104,-0.157,-0.12,-0.256,-0.319,-0.175,0.408,-0.752,-0.153,-0.163,-0.105,-0.101,-0.781,1.17,-0.135,-0.114,-0.089,-0.089,-0.103,-0.138,-0.069,-0.069,NA,0.166,NA,-0.328,NA,-0.276,0.433,0.418,-0.689,0.016,-1.068,-1.068,0.075,0.035,0.417,1.055,-0.043,-0.043,NA,0.048,0.386,0.386
H018-NO,-0.039,-0.063,-0.094,-0.055,-0.067,-0.069,-0.05,-0.09,-0.092,-0.077,-0.082,-0.075,-0.076,-0.063,-0.1,-0.071,-0.046,-0.031,-0.061,-0.054,-0.054,-0.051,-0.037,-0.019,NA,-0.087,NA,-0.041,NA,-0.013,0.007,-0.06,-0.01,-0.004,-0.012,-0.088,0.055,0.074,-0.032,0.02,-0.02,-0.03,NA,0.028,-0.21,-0.21
H018-TO,-0.31,-0.405,0.136,0.139,-0.083,-0.027,-0.45,-0.562,0.508,-0.431,0.12,0.092,0.839,0.175,-1.101,0.118,-0.391,-0.337,-0.426,-0.379,0.029,0.025,0.084,0.127,NA,0.716,NA,-0.38,NA,-0.239,0.333,0.208,-0.301,0.133,-0.46,-0.46,-0.192,-0.24,-0.043,1.177,0.223,0.223,NA,-0.236,0.379,0.379
H019-NO,-0.041,-0.071,-0.076,-0.071,-0.079,-0.088,-0.086,-0.102,-0.041,-0.093,-0.069,-0.108,-0.063,-0.056,-0.084,-0.101,0.018,0.04,-0.081,-0.056,-0.062,-0.052,-0.033,-0.029,NA,-0.094,NA,-0.048,NA,-0.031,0.039,-0.006,-0.017,0.019,-0.016,-0.099,0.063,0.075,-0.077,0.003,-0.083,-0.06,NA,0.038,-0.2,-0.211
H019-T2F,-0.074,-0.059,-0.059,-0.074,-0.055,-0.077,-0.069,-0.068,-0.073,-0.076,-0.067,-0.068,0.255,0.272,-0.081,-0.088,-0.06,-0.055,-0.077,-0.072,-0.05,-0.044,-0.049,-0.034,NA,-0.075,NA,-0.034,NA,-0.039,0.291,0.155,-0.489,-0.052,-0.006,-0.083,-0.147,-0.049,-0.06,-0.025,-0.09,-0.102,NA,-0.048,0.409,0.409
H019-T2O,-0.046,-0.081,-0.081,-0.083,-0.081,-0.093,-0.093,-0.104,-0.094,-0.097,-0.094,-0.094,0.477,0.47,-0.104,-0.102,-0.073,-0.061,-0.081,-0.081,-0.066,-0.058,-0.055,-0.055,NA,-0.087,NA,-0.066,NA,-0.044,0.278,0.139,-0.889,0.025,-0.08,-0.08,0.065,0.065,-0.026,-0.026,-0.083,-0.137,NA,0.032,0.793,0.793
H019-TF,-0.048,-0.042,-0.044,-0.041,-0.051,-0.054,-0.059,-0.051,-0.056,-0.048,-0.05,-0.008,0.076,0.108,-0.065,-0.049,-0.053,-0.036,-0.075,-0.053,-0.029,-0.023,-0.004,-0.012,NA,-0.067,NA,-0.015,NA,-0.034,0.111,0.005,-0.215,-0.052,0.003,-0.056,-0.089,-0.04,-0.023,-0.011,0.032,0.026,NA,-0.028,0.107,0.107
H019-TO,-0.032,-0.072,-0.078,-0.082,-0.086,-0.087,-0.083,-0.095,-0.09,-0.089,-0.087,-0.087,0.442,0.428,-0.11,-0.105,-0.056,-0.047,-0.07,-0.07,-0.059,-0.05,-0.052,-0.052,NA,-0.087,NA,-0.054,NA,-0.048,0.289,0.098,-0.897,0.027,-0.087,-0.087,0.072,0.072,-0.043,-0.033,-0.061,-0.117,NA,0.042,0.798,0.798
H020-NAsCO,-0.003,-0.046,-0.055,-0.055,-0.061,-0.075,-0.067,-0.067,-0.064,-0.064,-0.05,-0.076,-0.042,-0.049,-0.069,-0.063,-0.036,-0.023,-0.038,-0.038,-0.036,-0.032,-0.031,-0.031,NA,-0.059,NA,-0.036,NA,0.0,0.022,0.013,0.053,0.053,-0.063,-0.063,0.158,0.116,0.008,0.008,-0.002,-0.002,NA,0.08,-0.079,-0.079
H020-NCaeO,-0.007,-0.033,-0.046,-0.046,-0.053,-0.053,-0.048,-0.048,-0.05,-0.05,-0.04,-0.04,-0.045,-0.049,-0.044,-0.044,-0.022,-0.022,-0.033,-0.033,-0.039,-0.033,-0.027,-0.027,NA,-0.048,NA,-0.034,NA,-0.003,0.004,0.004,0.03,0.029,-0.047,-0.047,0.121,0.085,-0.023,-0.023,-0.008,-0.008,NA,0.035,-0.045,-0.049
H020-NileO,-0.011,-0.037,-0.055,-0.055,-0.059,-0.08,-0.085,-0.097,-0.061,-0.061,-0.042,-0.078,-0.037,-0.046,-0.058,-0.055,-0.05,-0.031,-0.025,-0.025,-0.042,-0.028,-0.032,-0.032,NA,-0.056,NA,-0.032,NA,0.004,0.036,0.036,0.052,0.052,-0.052,-0.052,0.159,0.098,0.013,0.013,-0.004,-0.004,NA,0.083,-0.069,-0.069
H020-T2F,0.012,-0.007,-0.011,-0.011,-0.007,-0.007,-0.018,-0.018,-0.024,-0.024,-0.002,-0.002,-0.027,-0.004,-0.009,-0.009,-0.005,-0.005,-0.02,-0.02,-0.016,-0.012,-0.014,-0.014,NA,-0.023,NA,0.002,NA,-0.004,0.013,0.013,0.018,0.018,-0.03,-0.03,-0.04,-0.008,-0.012,-0.012,0.003,-0.011,NA,0.016,-0.048,-0.048
H020-T2O,0.01,-0.054,-0.047,-0.047,-0.059,-0.076,-0.072,-0.087,-0.064,-0.064,-0.054,-0.078,-0.035,-0.043,-0.072,-0.06,-0.039,-0.013,-0.018,-0.018,-0.048,-0.035,-0.057,-0.031,NA,-0.061,NA,-0.019,NA,0.016,0.043,0.033,0.055,0.094,-0.065,-0.065,0.111,0.111,0.03,0.03,0.011,0.011,NA,0.112,-0.125,-0.125
H020-TF,0.002,0.002,-0.017,-0.017,-0.014,-0.014,-0.03,-0.009,-0.022,-0.022,0.004,0.004,-0.026,-0.017,-0.013,-0.013,-0.004,-0.004,-0.018,-0.018,0.001,0.001,-0.016,-0.016,NA,-0.027,NA,0.009,NA,0.007,0.008,0.008,0.011,0.011,-0.019,-0.019,-0.039,0.009,-0.014,-0.014,-0.023,-0.023,NA,0.01,-0.062,-0.062
H020-TO,-0.016,-0.071,0.663,-0.08,-0.081,-0.094,-0.103,-0.115,-0.093,-0.093,-0.074,-0.096,-0.07,-0.072,-0.092,-0.087,-0.056,-0.034,-0.049,-0.049,-0.063,-0.052,-0.083,-0.049,NA,-0.081,NA,-0.024,NA,-0.024,0.019,0.008,0.026,0.07,-0.094,-0.094,0.076,0.076,-0.001,-0.001,-0.012,-0.012,NA,0.086,-0.152,-0.152
H021-NileO,-0.013,-0.013,-0.028,-0.028,-0.033,-0.033,-0.03,-0.03,-0.026,-0.026,-0.02,-0.02,-0.012,-0.012,-0.032,-0.032,-0.024,-0.024,-0.029,-0.029,-0.021,-0.021,-0.017,-0.017,NA,-0.03,NA,-0.015,NA,-0.011,-0.007,-0.007,0.0,0.0,-0.024,-0.024,0.069,0.029,-0.004,-0.004,-0.017,-0.017,NA,0.002,-0.157,-0.157
H021-NTrCO,-0.017,-0.017,-0.03,-0.03,-0.031,-0.031,-0.038,-0.038,-0.032,-0.032,-0.027,-0.027,-0.012,-0.012,-0.035,-0.035,-0.021,-0.021,-0.03,-0.03,-0.019,-0.019,-0.016,-0.016,NA,-0.035,NA,-0.006,NA,-0.014,0.0,0.0,0.009,0.009,-0.035,-0.035,0.073,0.033,-0.015,-0.015,-0.02,-0.02,NA,0.013,-0.172,-0.172
H021-T2O,-0.02,0.008,0.006,0.006,0.015,0.015,-1.254,-0.565,-0.024,-0.415,-0.006,-0.006,0.727,-0.018,-1.193,0.721,0.99,0.376,0.099,-0.266,0.858,-0.542,0.015,-0.213,NA,0.308,NA,-0.526,NA,-0.537,0.04,0.099,-0.526,0.048,-1.278,-0.57,0.052,0.052,0.238,0.526,-1.152,-0.747,NA,0.036,0.279,0.279
H021-TF,-0.02,-0.005,0.004,0.004,0.009,0.009,-0.163,-0.137,-0.052,-0.121,0.021,0.021,0.28,0.08,-0.254,0.282,0.305,0.134,-0.145,-0.145,0.357,-0.154,-0.003,-0.067,NA,0.124,NA,-0.147,NA,-0.165,0.017,0.022,-0.171,-0.029,-0.259,-0.14,-0.077,-0.019,0.261,0.413,-0.177,-0.176,NA,-0.162,0.036,0.036
H021-TO,-0.087,-0.035,0.027,0.027,0.015,0.016,-0.562,-0.562,0.286,-0.405,-0.115,0.003,0.602,0.188,-1.208,0.832,0.295,0.295,-0.167,-0.564,0.946,-0.526,0.032,-0.196,NA,0.251,NA,-0.512,NA,-0.531,0.048,0.082,-0.532,0.058,-1.08,-0.56,0.046,0.04,0.648,0.894,-1.102,-0.71,NA,-0.484,0.258,0.258
HX102-HPO,-0.002,-0.002,0.001,0.001,-0.002,-0.002,0.005,0.005,-0.0,-0.0,0.005,0.005,-0.008,-0.008,-0.005,-0.005,-0.008,-0.008,-0.003,-0.003,-0.003,-0.003,-0.007,-0.007,NA,-0.012,NA,-0.003,NA,-0.004,-0.022,-0.022,-0.009,-0.009,-0.007,-0.007,-0.013,-0.013,-0.016,-0.016,-0.019,-0.019,NA,-0.008,-0.052,-0.052
